param_k,param_lambda,param_rho_div,question_id,question_text,document_id,question,ground_truth,predicted_answer,num_docs,exact_match,contains_answer,f1_score,cosine_similarity,euclidean_distance,dot_product_similarity,manhattan_distance,bertscore_precision,bertscore_recall,bertscore_f1
40,0.7,0.9,1492,Did Theodore Roosevelt study Judo?,2883,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.5,0.8,1492,Did Theodore Roosevelt study Judo?,2883,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.5,0.9,1492,Did Theodore Roosevelt study Judo?,2883,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.65,0.8,1492,Did Theodore Roosevelt study Judo?,1517,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.65,0.9,1492,Did Theodore Roosevelt study Judo?,1517,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.7,0.8,1492,Did Theodore Roosevelt study Judo?,1517,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.7,0.9,1492,Did Theodore Roosevelt study Judo?,1517,Did Theodore Roosevelt study Judo?,No,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.5,0.8,178,Are beetles endopterygotes?,"2378,2383,2384,2385,2386,2388,2392,2394,2397,2399,2400,2402,2417,2419,2424,2432,2443",Are beetles endopterygotes?,yes,Yes.,17,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.5,0.9,178,Are beetles endopterygotes?,"2378,2383,2384,2385,2386,2388,2392,2394,2397,2399,2400,2402,2417,2419,2424,2432,2443",Are beetles endopterygotes?,yes,Yes.,17,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.65,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
20,0.65,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
20,0.7,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
20,0.7,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.5,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.5,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.65,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.65,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.7,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
40,0.7,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.5,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.5,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.65,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.65,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.7,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
80,0.7,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
20,0.5,0.8,867,What did James Monroe make in 1817?,"2364,2506,2511,2512,2513,2518,2519,2532,2533,2534,2536",What did James Monroe make in 1817?,two long tours,Two long tours.,11,True,True,1.0,0.9352428240492618,0.359881024647699,0.9352428240492618,7.881769874928849,0.9023586511611938,0.9765478372573853,0.9379885196685791
20,0.5,0.9,867,What did James Monroe make in 1817?,"2364,2506,2511,2512,2513,2518,2519,2532,2533,2534,2536",What did James Monroe make in 1817?,two long tours,Two long tours.,11,True,True,1.0,0.9352428240492618,0.359881024647699,0.9352428240492618,7.881769874928849,0.9023586511611938,0.9765478372573853,0.9379885196685791
20,0.65,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
20,0.65,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
20,0.7,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
20,0.7,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.5,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.5,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.65,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.65,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.7,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
40,0.7,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
80,0.5,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
80,0.5,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
80,0.65,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
80,0.65,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
80,0.7,0.8,867,What did James Monroe make in 1817?,634,What did James Monroe make in 1817?,two long tours,Nothing.,1,False,False,0.0,0.29496649732458047,1.1874624227110686,0.29496649732458047,26.832079335816964,0.6575411558151245,0.6420233249664307,0.6496895551681519
80,0.7,0.9,867,What did James Monroe make in 1817?,634,What did James Monroe make in 1817?,two long tours,Nothing.,1,False,False,0.0,0.29496649732458047,1.1874624227110686,0.29496649732458047,26.832079335816964,0.6575411558151245,0.6420233249664307,0.6496895551681519
20,0.5,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.5,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.65,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.65,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.7,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.7,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.5,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.5,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.65,0.8,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.65,0.9,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.7,0.8,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
40,0.7,0.9,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.5,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.5,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.65,0.8,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.65,0.9,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.7,0.8,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
80,0.7,0.9,4,Did his mother die of pneumonia?,702,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
20,0.5,0.8,1480,Where was Theodore Roosevelt born?,"402,409,432,2086,2132,2248,2878,2883,2884,2885,2888,2892,2894,2895,2900,2910,2968,2975,2999,3027,3028,3029,3033,3034,3036,3045",Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,"28 East 20th Street, New York City",26,False,False,0.7000000000000001,0.891882047533364,0.4650117255868654,0.891882047533364,9.96044783841098,0.9529129266738892,0.7722814083099365,0.8531408905982971
20,0.5,0.9,1480,Where was Theodore Roosevelt born?,"402,409,432,2086,2132,2248,2878,2883,2884,2885,2888,2892,2894,2895,2900,2910,2968,2975,2999,3027,3028,3029,3033,3034,3036,3045",Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,"28 East 20th Street, New York City",26,False,False,0.7000000000000001,0.891882047533364,0.4650117255868654,0.891882047533364,9.96044783841098,0.9529129266738892,0.7722814083099365,0.8531408905982971
20,0.65,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
20,0.65,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
20,0.7,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
20,0.7,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
40,0.5,0.8,1480,Where was Theodore Roosevelt born?,"2878,2883,2884,3033",Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,"28 East 20th Street, Gramercy section of New York City",4,False,False,0.8695652173913044,0.957653737727751,0.2910198009491806,0.957653737727751,6.4884902449878314,0.9714162349700928,0.9059386849403381,0.9375356435775757
40,0.5,0.9,1480,Where was Theodore Roosevelt born?,"2878,2883,2884,3033",Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,"28 East 20th Street, Gramercy section of New York City",4,False,False,0.8695652173913044,0.957653737727751,0.2910198009491806,0.957653737727751,6.4884902449878314,0.9714162349700928,0.9059386849403381,0.9375356435775757
40,0.65,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
40,0.65,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
40,0.7,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
40,0.7,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.5,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.5,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.65,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.65,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.7,0.8,1480,Where was Theodore Roosevelt born?,3007,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
80,0.7,0.9,1480,Where was Theodore Roosevelt born?,3007,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
20,0.5,0.8,428,Are elephants the largest land animals alive today?,"1171,1173,1175,1177,1179,1180,1186,1187,1188,1192,1193,1194,1195,1197,1202,1204,1221,1236,1238,1260,1264,1268,1269,1275,1282,1298,1326,1333",Are elephants the largest land animals alive today?,yes,Yes.,28,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.5,0.9,428,Are elephants the largest land animals alive today?,"1171,1173,1175,1177,1179,1180,1186,1187,1188,1192,1193,1194,1195,1197,1202,1204,1221,1236,1238,1260,1264,1268,1269,1275,1282,1298,1326,1333",Are elephants the largest land animals alive today?,yes,Yes.,28,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.65,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.65,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.7,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.7,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.5,0.8,428,Are elephants the largest land animals alive today?,"1177,1187,1192,1202,1236,1260,1282",Are elephants the largest land animals alive today?,yes,Yes.,7,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.5,0.9,428,Are elephants the largest land animals alive today?,"1177,1187,1192,1202,1236,1260,1282",Are elephants the largest land animals alive today?,yes,Yes.,7,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.65,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.65,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.7,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
40,0.7,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.5,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.5,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.65,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.65,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.7,0.8,428,Are elephants the largest land animals alive today?,1322,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
80,0.7,0.9,428,Are elephants the largest land animals alive today?,1322,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
20,0.5,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
20,0.5,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
