param_rho_vec,param_lambda,param_rho_div,question_id,question_text,document_id,question,ground_truth,predicted_answer,num_docs,exact_match,contains_answer,f1_score,cosine_similarity,euclidean_distance,dot_product_similarity,manhattan_distance,bertscore_precision,bertscore_recall,bertscore_f1
0.02,0.65,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.02,0.65,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.02,0.72,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.02,0.72,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.5,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.5,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.65,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.65,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.72,0.8,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.05,0.72,0.9,178,Are beetles endopterygotes?,2394,Are beetles endopterygotes?,yes,Yes,1,True,True,1.0,1.0000000000000013,0.0,1.0000000000000013,0.0,1.0000001192092896,1.0000001192092896,1.0000001192092896
0.02,0.5,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.5,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.65,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.65,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.72,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.72,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.5,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.5,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.65,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.65,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.72,0.8,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.05,0.72,0.9,867,What did James Monroe make in 1817?,2506,What did James Monroe make in 1817?,two long tours,President,1,False,False,0.0,0.3303811961043487,1.157254340147966,0.3303811961043487,25.275854899515064,0.7050562500953674,0.6658591032028198,0.6848973035812378
0.02,0.5,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.5,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.65,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.65,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.72,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.72,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.5,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.5,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.65,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.65,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.72,0.8,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.05,0.72,0.9,4,Did his mother die of pneumonia?,3085,Did his mother die of pneumonia?,no,No,1,True,True,1.0,1.000000000000002,0.0,1.000000000000002,0.0,1.0,1.0,1.0
0.02,0.5,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.5,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.65,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.65,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.72,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.72,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.5,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.5,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.65,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.65,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.72,0.8,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.05,0.72,0.9,1480,Where was Theodore Roosevelt born?,2883,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,New York City,1,False,False,0.375,0.5961385781350788,0.8987340227953116,0.5961385781350788,19.51376424179686,0.8768234252929688,0.6154677867889404,0.7232590913772583
0.02,0.5,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.5,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.65,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.65,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.72,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.72,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.5,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.5,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.65,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.65,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.72,0.8,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.72,0.9,428,Are elephants the largest land animals alive today?,1177,Are elephants the largest land animals alive today?,yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.5,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.5,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.65,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.65,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.72,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.72,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.5,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.5,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.65,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.65,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.72,0.8,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.05,0.72,0.9,774,What happens when the srivijaya kingdom formed trade links?,763,What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,Trade links were established.,1,False,False,0.16666666666666666,0.5957430276319616,0.8991740347319191,0.5957430276319616,19.42129656778431,0.76985764503479,0.7345471382141113,0.7517880201339722
0.02,0.5,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.5,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.65,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.65,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.72,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.72,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.5,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.5,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.65,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.65,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.72,0.8,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.05,0.72,0.9,47,How long was Lincoln's legal Career?,374,How long was Lincoln's legal Career?,23 years,Unknown,1,False,False,0.0,0.42887827472106665,1.0687579008165835,0.42887827472106665,23.378168216819617,0.6131957173347473,0.6018896698951721,0.607490062713623
0.02,0.5,0.8,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.5,0.9,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.65,0.8,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.65,0.9,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.72,0.8,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.02,0.72,0.9,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.5,0.8,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
0.05,0.5,0.9,1470,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",2734,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",Yes,Yes.,1,True,True,1.0,0.9653603221884058,0.2632097179497572,0.9653603221884058,5.7642432107176065,0.8152557611465454,0.8894016742706299,0.8507161736488342
