question_idx,exact_match,f1_score,cosine_similarity,bertscore_f1
662,False,0.25,0.9480988948376599,0.8791224956512451
662,False,0.0,0.43914448692838964,0.5851259231567383
488,False,0.09523809523809522,0.37356721553808003,0.6682483553886414
488,False,0.0,0.38685180637427774,0.6040406823158264
488,False,0.0,0.4297669676029324,0.6653527021408081
488,False,0.08333333333333333,0.4148460856963583,0.6505087614059448
14,False,0.0,0.39541183852338035,0.5828677415847778
14,True,1.0,1.0000000000000009,1.0000004768371582
14,True,1.0,1.0000000000000009,1.0000004768371582
14,True,1.0,1.0000000000000009,1.0000004768371582
37,False,0.0,0.9336112273676634,0.7653037309646606
37,False,0.0,0.9336112273676634,0.7653037309646606
37,False,0.0,0.9336112273676634,0.7653037309646606
37,False,0.0,0.9336112273676634,0.7653037309646606
706,False,0.0,0.9705966224999868,0.8689153790473938
706,False,0.0,0.9705966224999868,0.8689153790473938
706,False,0.0,0.9066379330846714,0.7676740884780884
706,False,0.0,0.9705966224999868,0.8689153790473938
202,False,0.0,0.9336112273676634,0.7653037309646606
202,False,0.0,0.9336112273676634,0.7653037309646606
202,True,1.0,0.9653603221884058,0.8507161736488342
202,True,1.0,0.9653603221884058,0.8507161736488342
38,False,0.0,0.2871266941163455,0.5790311098098755
38,False,0.0,0.28965730176372423,0.5462145209312439
38,False,0.0,0.26194091937239716,0.5347259044647217
38,False,0.0,0.3244941376275504,0.5928434729576111
73,True,1.0,0.946946711008297,0.8347789645195007
73,True,1.0,1.000000000000002,1.0
73,True,1.0,1.000000000000002,1.0
73,True,1.0,0.946946711008297,0.8347789645195007
455,True,1.0,0.946946711008297,0.8347789645195007
455,True,1.0,0.946946711008297,0.8347789645195007
455,True,1.0,0.946946711008297,0.8347789645195007
455,False,0.0,0.5098722005624288,0.7650519013404846
690,False,0.0,0.2943265033893504,0.6476990580558777
690,False,0.08,0.21018770672068784,0.5718198418617249
690,False,0.16,0.36410905357685647,0.6487208008766174
690,False,0.0,0.2742808894891233,0.6541065573692322
241,False,0.0,0.3084035670694969,0.6095200181007385
241,False,0.0,0.46708818294140403,0.6563250422477722
241,False,0.0,0.3084035670694969,0.6095200181007385
241,False,0.0,0.441271142743645,0.6573907136917114
314,True,1.0,1.0000000000000009,0.9999997615814209
314,False,0.0,0.43220308795276025,0.5779156684875488
314,False,0.0,0.3443823540808654,0.5870529413223267
314,False,0.0,0.3443823540808654,0.5870529413223267
372,False,0.0,0.33205400494089876,0.6253294348716736
372,False,0.0,0.3917401557261415,0.6935741901397705
372,False,0.0,0.30815603263429037,0.7023196220397949
372,False,0.0,0.38684369603167684,0.6256870627403259
107,False,0.0,0.35240255732776316,0.5654177665710449
107,False,0.0,0.7902424820069976,0.8479101657867432
107,False,0.0,0.35240255732776316,0.5654177665710449
107,False,0.0,0.7902424820069976,0.8479101657867432
394,False,0.5,0.7506037345544665,0.7880221009254456
394,False,0.5,0.7506037345544665,0.7880221009254456
394,False,0.5,0.7506037345544665,0.7880221009254456
394,False,0.5,0.7506037345544665,0.7880221009254456
283,True,1.0,1.000000000000002,1.0
283,True,1.0,1.000000000000002,1.0
283,True,1.0,1.000000000000002,1.0
283,True,1.0,0.946946711008297,0.8347789645195007
533,False,0.0,0.3521664345849532,0.541053056716919
533,False,0.0,0.3038552346809148,0.5369725227355957
533,False,0.0,0.30521703735800243,0.5381110310554504
533,False,0.0,0.33222812468360063,0.5395267605781555
858,False,0.0,0.37188233281157235,0.7099234461784363
858,False,0.0,0.42937649299750347,0.7961370348930359
858,False,0.0,0.42937649299750347,0.7961370348930359
858,False,0.0,0.42937649299750347,0.7961370348930359
219,True,1.0,0.9653603221884058,0.8507161736488342
219,True,1.0,0.9653603221884058,0.8507161736488342
219,True,1.0,0.9653603221884058,0.8507161736488342
219,True,1.0,0.9653603221884058,0.8507161736488342
167,False,0.0,0.4585008675181048,0.7032492756843567
167,False,0.2,0.6543873237557729,0.7555484771728516
167,False,0.0,0.4585008675181048,0.7032492756843567
167,False,0.2,0.6543873237557729,0.7555484771728516
739,False,0.26666666666666666,0.6972141011955959,0.7531923651695251
739,False,0.33333333333333337,0.7128740105062052,0.7789098620414734
739,False,0.0,0.2140282486047856,0.5564486384391785
739,False,0.34782608695652173,0.716117617591972,0.795806884765625
850,False,0.0,0.22777212734077387,0.5945554375648499
850,False,0.0,0.28288416957559037,0.5957662463188171
850,False,0.0,0.22777212734077387,0.5945554375648499
850,False,0.0,0.3154697662851848,0.5552660822868347
604,False,0.09090909090909093,0.26216757552449266,0.68105149269104
604,False,0.09090909090909093,0.26216757552449266,0.68105149269104
604,False,0.10526315789473685,0.17399496238775497,0.6702384352684021
604,False,0.09090909090909093,0.26216757552449266,0.68105149269104
725,False,0.0,0.17865697504882833,0.6573746204376221
725,False,0.15384615384615385,0.21367592096083013,0.6523168087005615
725,False,0.0,0.5305429886565574,0.7243272662162781
725,False,0.28571428571428575,0.24456879333353226,0.6846988797187805
192,False,0.0,0.9336112273676634,0.7653037309646606
192,False,0.0,0.9336112273676634,0.7653037309646606
192,False,0.0,0.9284450666850477,0.8812935948371887
192,False,0.0,0.9336112273676634,0.7653037309646606
362,False,0.0,0.9284450666850477,0.8812935948371887
362,False,0.0,0.9284450666850477,0.8812935948371887
362,False,0.0,0.9284450666850477,0.8812935948371887
362,False,0.0,0.9336112273676634,0.7653037309646606
53,False,0.0,0.6630522926138812,0.699421763420105
53,False,0.0,0.6630522926138812,0.699421763420105
53,False,0.5,0.6730760602059853,0.7825886011123657
53,False,0.0,0.6630522926138812,0.699421763420105
387,False,0.0,0.4767703718842445,0.5611879229545593
387,True,1.0,1.000000000000002,0.9999998807907104
387,False,0.0,0.3878033404025236,0.5971357226371765
387,True,1.0,1.000000000000002,0.9999998807907104
679,True,1.0,0.946946711008297,0.8347789645195007
679,True,1.0,0.946946711008297,0.8347789645195007
679,False,0.0,0.9066379330846714,0.767673909664154
679,False,0.0,0.9066379330846714,0.767673909664154
96,True,1.0,0.9653603221884058,0.8507161736488342
96,True,1.0,0.9653603221884058,0.8507161736488342
96,True,1.0,0.9653603221884058,0.8507161736488342
96,True,1.0,0.9653603221884058,0.8507161736488342
742,False,0.27586206896551724,0.5728905164702082,0.7367856502532959
742,False,0.3333333333333333,0.6395353415758714,0.7869893908500671
742,False,0.27586206896551724,0.5655316655687203,0.7327020168304443
742,False,0.3703703703703703,0.581274964200803,0.7656974196434021
753,False,0.0,0.22939522993195186,0.5920311808586121
753,False,0.0,0.22939522993195186,0.5920311808586121
753,False,0.0,0.3438982354888486,0.627746045589447
753,False,0.0,0.22939522993195186,0.5920311808586121
910,True,1.0,0.9653603221884058,0.8507161736488342
910,False,0.0,0.9336112273676634,0.7653037309646606
910,True,1.0,0.9653603221884058,0.8507161736488342
910,True,1.0,0.9653603221884058,0.8507161736488342
284,False,0.0,0.9284450666850477,0.8812935948371887
284,False,0.0,0.9284450666850477,0.8812935948371887
284,False,0.0,0.9284450666850477,0.8812935948371887
284,False,0.0,0.9284450666850477,0.8812935948371887
274,False,0.0,0.9336112273676634,0.7653037309646606
274,False,0.0,0.9336112273676634,0.7653037309646606
274,False,0.0,0.9336112273676634,0.7653037309646606
274,False,0.0,0.9336112273676634,0.7653037309646606
293,True,1.0,0.9653603221884058,0.8507161736488342
293,False,0.0,0.9336112273676634,0.7653037309646606
293,True,1.0,0.9653603221884058,0.8507161736488342
293,False,0.0,0.9336112273676634,0.7653037309646606
451,False,0.0,0.2833779809523631,0.6295306086540222
451,False,0.1379310344827586,0.39234259821533124,0.7037799954414368
451,False,0.0,0.4245305386889975,0.7147513628005981
451,False,0.09523809523809523,0.35614430171031364,0.7363077402114868
601,False,0.0,0.3116964927772288,0.6819068789482117
601,False,0.0,0.28534163995700834,0.8122658729553223
601,False,0.0,0.33162783854430805,0.7476416230201721
601,False,0.0,0.3116964927772288,0.6819068789482117
312,False,0.3333333333333333,0.4826092177182065,0.6540343165397644
312,False,0.22222222222222224,0.4725444044584817,0.6356402635574341
312,False,0.0,0.33569022441027574,0.6070340871810913
312,False,0.0,0.33569022441027574,0.6070340871810913
172,False,0.0,0.15925517739413023,0.6290978789329529
172,False,0.0,0.15172136126182276,0.6442497968673706
172,False,0.0,0.09619041298561717,0.6151643991470337
172,False,0.03921568627450981,0.2376289205178827,0.6986098289489746
532,True,1.0,1.0000000000000007,0.9999998807907104
532,True,1.0,1.0000000000000007,0.9999998807907104
532,False,0.0,0.4852889561072907,0.6402450799942017
532,True,1.0,1.0000000000000007,0.9999998807907104
733,False,0.0,0.9336112273676634,0.7653037309646606
733,True,1.0,0.9653603221884058,0.8507161736488342
733,True,1.0,0.9653603221884058,0.8507161736488342
733,True,1.0,0.9653603221884058,0.8507161736488342
193,False,0.0,0.9336112273676634,0.7653037309646606
193,True,1.0,0.9653603221884058,0.8507161736488342
193,True,1.0,0.9653603221884058,0.8507161736488342
193,False,0.0,0.9336112273676634,0.7653037309646606
645,False,0.0,0.9284450666850477,0.8812935948371887
645,False,0.0,0.9336112273676634,0.7653037309646606
645,True,1.0,0.9653603221884058,0.8507161736488342
645,False,0.0,0.9336112273676634,0.7653037309646606
782,True,1.0,0.946946711008297,0.8347789645195007
782,True,1.0,0.946946711008297,0.8347789645195007
782,True,1.0,1.000000000000002,1.0
782,True,1.0,1.000000000000002,1.0
238,False,0.0,0.9336112273676634,0.7653037309646606
238,False,0.0,0.9284450666850477,0.8812935948371887
238,False,0.0,0.9284450666850477,0.8812935948371887
238,False,0.0,0.9336112273676634,0.7653037309646606
518,False,0.0,0.5138415690897,0.6404339075088501
518,False,0.0,0.4725855259102631,0.6804336309432983
518,False,0.0,0.4725855259102631,0.6804336309432983
518,False,0.0,0.4725855259102631,0.6804336309432983
48,False,0.0,0.34704955235175333,0.6149005889892578
48,False,0.0,0.3303408900078435,0.6306049823760986
48,True,1.0,1.000000000000001,0.9999999403953552
48,False,0.0,0.3303408900078435,0.6306049823760986
417,False,0.0,0.9066379330846714,0.7676740884780884
417,False,0.0,0.9066379330846714,0.7676740884780884
417,False,0.0,0.9705966224999868,0.8689153790473938
417,False,0.0,0.9066379330846714,0.7676740884780884
909,False,0.0,0.20282627425453997,0.5816267132759094
909,False,0.0,0.25461929794324306,0.5566989779472351
909,False,0.0,0.2329659254822529,0.5821356177330017
909,False,0.0,0.21034567654786337,0.5820134878158569
338,False,0.0,0.41700450967942226,0.6909026503562927
338,False,0.0,0.22182174432194354,0.5443217158317566
338,False,0.0,0.28550375927310906,0.5856066942214966
338,False,0.0,0.27886424962988554,0.5487704277038574
805,False,0.0,0.24611639632941096,0.60934978723526
805,False,0.0,0.24611639632941096,0.60934978723526
805,False,0.0,0.24908321224665214,0.6056629419326782
805,False,0.0,0.26473510002215883,0.6084856986999512
333,True,1.0,0.9653603221884058,0.8507161736488342
333,True,1.0,0.9653603221884058,0.8507161736488342
333,True,1.0,1.0000000000000013,1.0000001192092896
333,True,1.0,0.9653603221884058,0.8507161736488342
896,False,0.0,0.24051290779234744,0.6362029910087585
896,False,0.4,0.665936751970371,0.8593558669090271
896,False,0.4,0.665936751970371,0.8593558669090271
896,False,0.5454545454545454,0.7004821423539048,0.898358166217804
61,False,0.0,0.5768891985236888,0.7053083777427673
61,False,0.0,0.6203234009903196,0.7765048146247864
61,False,0.0,0.29760863509702806,0.6327940225601196
61,False,0.0,0.6203234009903196,0.7765048146247864
758,False,0.8571428571428571,0.919654652668571,0.9417021870613098
758,False,0.8571428571428571,0.919654652668571,0.9417021870613098
758,False,0.8571428571428571,0.919654652668571,0.9417021870613098
758,False,0.8571428571428571,0.919654652668571,0.9417021870613098
196,False,0.4615384615384615,0.6275028912399871,0.7874519228935242
196,False,0.14285714285714285,0.6947179863127473,0.7457470893859863
196,False,0.0,0.3467178676197451,0.705867350101471
196,False,0.07142857142857142,0.6948956420293815,0.7412815093994141
546,False,0.0,0.9336112273676634,0.7653037309646606
546,False,0.0,0.9284450666850477,0.8812935948371887
546,False,0.0,0.9336112273676634,0.7653037309646606
546,True,1.0,0.9653603221884058,0.8507161736488342
794,False,0.0,0.4555347679888623,0.9269849061965942
794,False,0.0,0.33478100976429404,0.6776028275489807
794,False,0.0,0.4403194326950407,0.8288052082061768
794,False,0.0,0.3016853090502696,0.6402528882026672
332,True,1.0,0.9653603221884058,0.8507161736488342
332,True,1.0,0.9653603221884058,0.8507161736488342
332,True,1.0,0.9653603221884058,0.8507161736488342
332,True,1.0,0.9653603221884058,0.8507161736488342
